IncidentFromDate,IncidentFromTime,IncidentToDate,IncidentToTime,Offense Description,CaseDisposition,LocationCode,PatrolZone,LocationLandmark,LocationStreet,LocationLatitude,LocationLongitude,CreatedSource,Column19
10/13/2016,17:51:00,10/13/2016,18:00:00,Non-Crime (not reported to state),,ONCAM,Z3,Clough Undergraduate Learning Center,Fourth Street NW,,,1,
10/19/2016,13:15:00,,,Shoplifting,Prosecution Declined,ONCAM,Z2,Barnes and Noble Bookstore 172  Z2,Fifth Street NW,33.77668,-84.38863,1,
10/26/2016,16:15:00,10/26/2016,19:00:00,Traffic Offense (describe offense),Cleared by Arrest,PUB,Z4,Tech Parkway  NW & State Street  NW,,33.77135,-84.39616,1,
10/27/2016,20:30:00,10/27/2016,20:50:00,Traffic Offense (describe offense),Cleared by Arrest,PUB,Z2,Fifth Street  NW @ West Peachtree Street  NW,,,,1,
10/28/2016,1:00:00,,,Non-Crime (not reported to state),,ONCAM,Z3,Beringause Building,Hemphill Avenue NW,33.77895641,-84.40131466,1,
10/29/2016,0:30:00,10/29/2016,0:40:00,Larceny - From Building,,ONCAMRES,Z1,Pi Kappa Phi,Ferst Drive  NW,33.77712822,-84.39283975,1,
11/01/2016,0:21:00,11/1/2016,0:55:00,Non-Crime (not reported to state),,ONCAM,Z2,Georgia Tech Hotel & Conference Center,Spring Street  NW,33.77634325,-84.38930792,1,
11/01/2016,11:28:00,11/1/2016,11:55:00,Criminal Trespass,Prosecution Declined,ONCAM,Z2,Barnes and Noble Bookstore 172  Z2,Fifth Street NW,33.77668,-84.38863,1,
11/01/2016,17:00:00,11/2/2016,7:30:00,Non-Crime (not reported to state),,ONCAM,Z1,O'keefe Lot (behind fence),Sixth Street,,,1,
05/01/2016,15:00:00,8/1/2016,15:00:00,Non-Crime (not reported to state),,ONCAM,Z1,O'Keefe Building,Sixth Street NW,33.7738,-84.3945,1,
11/04/2016,11:04:00,11/4/2016,12:00:00,Non-Crime (not reported to state),,ONCAM,Z2,Price Gilbert Library,Cherry Street  NW,33.77895641,-84.40131466,1,
11/11/2016,10:35:00,11/11/2016,10:45:00,Non-Crime (not reported to state),,ONCAM,Z1,,Ferst Drive @ Hemphill Avenue NW,33.778497,-84.40137,1,
11/16/2016,9:29:00,11/16/2016,10:05:00,Non-Crime (not reported to state),,ONCAMRES,Z4,Fulmer Residence Hall   106   Z4,McMillan Street NW,33.77864773,-84.40388382,1,
11/17/2016,11:00:00,11/17/2017,11:15:00,,,ONCAM,Z3,Instrcutional Center Parking Lot,Ferst Drive  NW,33.77895641,-84.40131466,1,
11/18/2016,22:00:00,11/18/2016,22:15:00,Liquor - Possession Of,Prosecution Declined,ONCAM,Z1,McCamish Pavilion   73   Z1,Fowler Street NW,33.78067585,-84.39276636,1,
11/21/2016,16:45:00,,,Non-Crime (not reported to state),,ONCAM,Z1,Beringause Building   46   Z1,Hemphill Avenue NW,33.77895641,-84.40131466,1,
11/22/2016,2:44:00,11/22/2016,3:52:00,Non-Crime (not reported to state),,ONCAMRES,Z2,Fourth Street Apartments,Techwood Drive NW,,,1,
11/29/2016,20:00:00,11/29/2016,20:45:00,Marijuana - Possession of,Prosecution Declined,ONCAMRES,Z2,Field Residence Hall,Techwood Drive NW,,,1,
11/29/2016,21:31:00,11/29/2016,21:50:00,Non-Crime (not reported to state),,ONCAMRES,Z2,NAA North  191  Z2,North Avenue NW,33.77058,-84.39095,1,
12/01/2016,9:00:00,12/1/2016,13:00:00,Non-Crime (not reported to state),,ONCAM,Z2,Clydeck   54  Z3,Ferst Drive NW,33.7741731,-84.40058314,1,
08/28/2016,2:43:00,8/28/2016,3:45:00,Non-Crime (not reported to state),,ONCAMRES,Z2,,Techwood Drive NW,,,1,
08/29/2016,20:25:00,8/29/2016,20:30:00,Non-Crime (not reported to state),,ONCAMRES,Z1,Family Apartments,Tenth Street NW,,,1,
08/29/2016,21:13:00,8/29/2016,21:20:00,Non-Crime (not reported to state),,ONCAMRES,Z2,Howell Residence Hall,Williams Street NW,33.77213571,-84.39098413,1,
08/31/2016,9:47:00,8/31/2016,10:59:00,Non-Crime (not reported to state),,ONCAM,Z2,Centergy Building,Fifth Street  NW,33.776916,-84.39212,1,
08/31/2016,12:45:00,8/31/2016,17:00:00,Non-Crime (not reported to state),,ONCAM,Z3,Student Center   104   Z3,Ferst Drive NW,33.77413608,-84.39881802,1,
08/09/2016,8:30:00,8/30/2016,23:00:00,Non-Crime (not reported to state),,PUB,OFFCAM,North Avenue and Tech Parkway,,,,1,
09/02/2016,13:00:00,9/2/2016,13:30:00,Larceny - From Building,,ONCAM,Z3,Weber Building  (SST 1),Ferst Drive  NW,,,1,
09/03/2016,21:00:00,9/3/2016,21:15:00,Non-Crime (not reported to state),,ONCAM,Z2,Fifth Street  NW @ Techwood Drive  NW,,33.776916,-84.39212,1,
09/03/2016,21:50:00,9/3/2016,21:52:00,Non-Crime (not reported to state),,PUB,Z2,,,33.77213571,-84.39098413,1,
09/06/2016,17:14:00,9/6/2016,18:20:00,,Cleared by Arrest,NONCAM,Z2,Varsity,North Avenue NW,33.771499,-84.389315,1,
09/08/2016,10:41:00,9/8/2016,10:42:00,Non-Crime (not reported to state),,ONCAM,Z4,Student Health Center   177   Z4,Ferst Drive NW,33.77483366,-84.40311079,1,
09/07/2016,12:01:00,9/7/2016,13:00:00,Non-Crime (not reported to state),,ONCAM,Z3,,,,,1,
09/10/2016,14:35:00,9/10/2016,18:30:00,Larceny - Bicycle,,ONCAM,Z2,Cloudman Residence Hall,Techwood Drive  NW,,,1,
09/10/2016,15:30:00,9/11/2016,12:00:00,Non-Crime (not reported to state),,ONCAM,Z1,Family Apartments Parking Deck,Tenth Street  NW,,,1,
09/12/2016,16:40:00,9/12/2016,16:50:00,,,ONCAMRES,Z1,Family Apartments,Tenth Street  NW,33.78238002,-84.39595556,1,
09/13/2016,14:00:00,9/15/2016,2:00:00,Larceny - From Building,Unfounded,ONCAM,Z1,Library,Cherry Street  NW,33.77431732,-84.39572383,1,
09/17/2016,16:15:00,9/17/2016,16:30:00,Liquor - Possession Of,Prosecution Declined,ONCAM,Z2,Skiles Building,Cherry Street  NW,33.77431732,-84.39572383,1,
09/18/2016,1:40:00,,,Non-Crime (not reported to state),,ONCAMRES,Z4,Freeman Residence Hall   117   Z4,McMillan Street NW,33.77755033,-84.40392021,1,
09/19/2016,12:30:00,9/19/2016,13:37:00,Non-Crime (not reported to state),,ONCAM,Z2,Skiles Classroom Buillding Rm 256,Cherry Street  NW,,,1,
09/22/2016,21:00:00,9/22/2016,21:30:00,Larceny - Purse Snatching,,ONCAM,Z2,Brittan Dinning Hall,Techwood Drive,33.77170733,-84.39125155,1,
09/22/2016,22:40:00,9/22/2016,22:43:00,Non-Crime (not reported to state),,ONCAM,Z3,Student Center,Ferst Drive  NW,33.77413608,-84.39881802,1,
09/24/2016,3:33:00,9/24/2016,3:33:00,Non-Crime (not reported to state),,PUB,Z2,Centennial Olympic Park Drive  NW at North Avenue  NW,,33.77131,-84.392067,1,
09/23/2016,23:00:00,9/26/2016,11:08:00,Non-Crime (not reported to state),,ONCAMRES,Z4,Woodruff Residence Hall   116   Z4,Curran Street NW,33.77910743,-84.40662487,1,
09/27/2016,23:15:00,9/27/2016,23:35:00,Non-Crime (not reported to state),,ONCAM,Z3,Student Center,Ferst Drive NW,33.77413608,-84.39881802,1,
09/29/2016,19:29:00,9/29/2016,19:55:00,,Cleared by Arrest,PUB,Z4,Northside Drive  NW @ Tenth Street  NW,,,,1,
10/01/2016,10:45:00,,,Non-Crime (not reported to state),,NONCAM,Z2,Chi Phi Fraternity   304  Z2,Fowler Street NW,33.77435814,-84.39414052,1,
10/09/2016,14:46:00,10/9/2016,15:30:00,,Cleared by Arrest,PUB,Z4,Tech Parkway  NW @ Regents Drive  NW,,33.773879,-84.402724,1,
10/09/2016,11:00:00,10/11/2016,10:00:00,Larceny - Bicycle,,ONCAM,Z3,Pi Kappa Phi Fraternity,Ferst Drive NW,33.77667396,-84.39430485,1,
10/12/2016,18:50:00,10/13/2016,15:30:00,Larceny - From Building,,ONCAM,Z3,Van Leer Building,Atlantic Drive  NW,33.77666974,-84.39332915,1,
10/14/2016,15:58:00,10/14/2016,16:02:00,Non-Crime (not reported to state),,ONCAMRES,Z4,Woodruff Residence Hall - South,Curran Street  NW,33.77910743,-84.40662487,1,
10/14/2016,22:00:00,10/15/2016,12:00:00,Damage to Property - Public,Prosecution Declined,ONCAMRES,Z2,Glenn Residence Hall,Bobby Dodd Way  NW,33.77342207,-84.3916112,1,
10/17/2016,14:50:00,10/17/2016,14:50:00,Non-Crime (not reported to state),,ONCAM,Z2,Library   77   Z2,Cherry Street NW,33.77431732,-84.39572383,1,
10/17/2016,22:43:00,,,Non-Crime (not reported to state),,ONCAMRES,Z4,Eighth Street Apartments   130   Z4,Eighth Street NW,33.78012873,-84.40513865,1,
10/19/2016,8:30:00,10/19/2016,9:00:00,Non-Crime (not reported to state),,ONCAM,Z3,Bunger-Henry Building,Atlantic Drive NW,33.77564885,-84.3982697,1,
10/19/2016,12:00:00,10/19/2016,12:00:00,Non-Crime (not reported to state),,ONCAM,Z2,Library   77   Z2,Cherry Street NW,33.77431732,-84.39572383,1,
10/22/2016,3:09:00,,,Non-Crime (not reported to state),,ONCAMRES,Z2,NAA East,North Avenue  NW,33.76952,-84.39097,1,
09/19/2016,9:00:00,9/19/2016,17:00:00,Non-Crime (not reported to state),,ONCAM,Z1,O'Keefe Building   33   Z1,Sixth Street NW,33.7738,-84.3945,1,
09/01/2016,0:00:00,9/30/2016,23:59:00,Non-Crime (not reported to state),,ONCAM,Z1,,Hemphill Avenue NW,,,1,
10/26/2016,17:05:00,10/26/2016,17:30:00,Non-Crime (not reported to state),,ONCAMRES,Z2,Glenn Residence Hall,Bobby Dodd Way NW,33.77342207,-84.3916112,1,
10/27/2016,13:20:00,,,Non-Crime (not reported to state),,ONCAM,Z3,College of Computing   50   Z3,Atlantic Drive  NW,33.77740909,-84.39729157,1,
10/28/2016,11:00:00,10/28/2016,12:10:00,Non-Crime (not reported to state),,ONCAM,Z4,Student Health Center,Ferst Drive NW,33.77483366,-84.40311079,1,
11/01/2016,22:49:00,11/1/2016,22:49:00,Traffic Offense (describe offense),Cleared by Arrest,ONCAM,Z2,Fourth Street  NW @ Fowler Street  NW,,33.775955,-84.393657,1,
11/05/2016,19:24:00,,,,Cleared by Arrest,NONCAM,Z4,Tech Parkway  NW / North Avenue  NW,,33.771329,-84.39618,1,
11/06/2016,3:13:00,11/6/2016,3:33:00,Driving Under the Influence of Alcohol,Cleared by Arrest,ONCAM,Z1,,Ferst Drive NW,,,1,
11/16/2016,15:15:00,11/16/2016,16:30:00,Larceny - Articles from Vehicle,Unfounded,ONCAM,Z4,Curran Street Parking Deck,Curran Street  NW,33.77916113,-84.40553266,1,
11/16/2016,23:17:00,11/16/2016,23:31:00,Non-Crime (not reported to state),,ONCAMRES,Z1,Center Street Apartments,Hemphill Avenue  NW,33.78005124,-84.40198786,1,
11/18/2016,15:00:00,11/18/2016,15:30:00,Non-Crime (not reported to state),,,,College of Business,West Peachtree Street NW,33.776829,-84.387311,1,
11/18/2016,15:18:00,11/18/2016,15:18:00,Non-Crime (not reported to state),,ONCAM,Z2,Library   77   Z2,Cherry Street NW,33.77431732,-84.39572383,1,
12/03/2016,1:40:00,12/3/2016,1:50:00,Liquor - Possession Of,Prosecution Declined,ONCAM,Z2,Techwood Drive  NW at Fourth Street  NW,,,,1,
12/05/2016,14:44:00,12/5/2016,14:44:00,Non-Crime (not reported to state),,ONCAM,Z2,Library   77   Z2,Cherry Street NW,33.77431732,-84.39572383,1,
12/06/2016,17:32:00,12/6/2016,18:12:00,Non-Crime (not reported to state),,ONCAM,Z1,Nanotechnology Building,Ferst Drive NW,33.77884514,-84.39847658,1,
12/07/2016,15:27:00,12/7/2016,17:00:00,Traffic Offense (describe offense),Cleared by Arrest,PUB,Z1,10th Street  NW @ Techwood Drive  NW,,33.781544,-84.390576,1,
12/17/2016,16:00:00,12/17/2016,18:45:00,Weapons Violation Offense Free Text,Unfounded,ONCAMRES,Z4,Hefner Residence Hall,Eighth Street  NW,33.77914886,-84.40394357,1,
09/22/2016,10:34:00,1/23/2017,12:00:00,Non-Crime (not reported to state),,ONCAM,Z1,Beringause Building   46   Z1,Hemphill Avenue NW,33.77895641,-84.40131466,1,
09/30/2016,14:00:00,3/8/2017,9:00:00,Non-Crime (not reported to state),,ONCAM,Z1,Institute of Paper Science 2 (IPST2),Fourteenth Street  NW,33.78679319,-84.40621454,1,
04/20/2016,16:00:00,4/24/2017,9:00:00,Damage to Property Offense Free Text,,ONCAMRES,Z2,Towers Residence Hall   15   Z2,Bobby Dodd Way NW,33.77343233,-84.39100012,1,
11/18/2016,22:40:00,11/19/2016,8:03:00,Larceny - From Building,Cleared by Arrest,ONCAMRES,Z2,Field Residence Hall   90   Z2,Techwood Drive NW,33.77420925,-84.39165079,1,
11/21/2016,20:30:00,11/21/2016,21:00:00,Non-Crime (not reported to state),,ONCAMRES,Z2,Perry-Matheson Residence Hall,Techwood Drive NW,,,1,
11/22/2016,16:17:00,11/22/2016,16:25:00,Non-Crime (not reported to state),,ONCAMRES,Z4,Eighth Street Apartments,Eighth Street  NW,,,1,
11/27/2016,15:00:00,11/27/2016,16:00:00,Extortion Offense Free Text,,ONCAMRES,Z2,,Bobby Dodd Way  NW,33.77895641,-84.40131466,1,
11/28/2016,20:00:00,11/30/2016,22:00:00,Harassing Communication,,ONCAMRES,Z2,North Avenue Apartments East Building,North Avenue  NW,33.77895641,-84.40131466,1,
12/01/2016,0:09:00,12/1/2016,0:20:00,Non-Crime (not reported to state),,ONCAMRES,Z4,Woodruff Residence Hall   116   Z4,Curran Street NW,33.77910743,-84.40662487,1,
11/28/2016,18:00:00,12/1/2016,13:39:00,Larceny - From Building,,ONCAM,Z2,Skiles Buidling,Cherry Street  NW,33.77895641,-84.40131466,1,
12/01/2016,22:38:00,,,Traffic Offense (describe offense),Cleared by Arrest,NONCAM,OFFCAM,North Avenue  NW at State Street  NW,,33.770969,-84.389392,1,
12/03/2016,2:43:00,,,Liquor - Possession Of,Prosecution Declined,ONCAMRES,Z4,Crecine Residence Hall,Hemphill Avenue  NW,33.7800571,-84.40351893,1,
12/06/2016,0:00:00,,,Non-Crime (not reported to state),,ONCAMRES,Z4,Woodruff Residence Hall,Curran Street NW,33.77910743,-84.40662487,1,
12/10/2016,0:03:00,12/10/2016,0:07:00,,Prosecution Declined,NONCAM,Z2,Alumni-Faculty House   3   Z2,North Avenue NW,33.7710217,-84.39350159,1,
09/16/2016,2:30:00,9/16/2016,3:15:00,Liquor - Possession Of,Prosecution Declined,ONCAMRES,Z2,Perry-Matheson Residence Hall,Techwood Drive  NW,33.77450626,-84.39105819,1,
09/18/2016,3:50:00,9/18/2016,3:58:00,Non-Crime (not reported to state),,ONCAMRES,Z2,Towers Residence Hall,Bobby Dodd Way NW,,,1,
09/19/2016,17:00:00,9/20/2016,2:36:00,Cocaine Free Text,,ONCAM,Z2,Library,Cherry Street NW,33.77431732,-84.39572383,1,
09/21/2016,23:53:00,,,Non-Crime (not reported to state),,ONCAM,Z2,Bobby Dodd Stadium   17   Z2,North Avenue NW,33.771865,-84.393316,1,
09/24/2016,2:39:00,,,Larceny - Of Government Property,Cleared by Arrest,NONCAM,Z2,Beta Theta Pi Fraternity,Fowler Street NW,33.77551971,-84.39447575,1,
09/25/2016,7:00:00,9/25/2016,13:00:00,Larceny - From Building,,ONCAM,Z3,Klaus Advanced Computing Building   153   Z3,Ferst Drive NW,33.77716232,-84.39618136,1,
09/26/2016,16:00:00,9/26/2016,20:30:00,Fraud - Swindle,,ONCAM,Z1,Ken Byers Tennis Complex,Fowler Street NW,33.7811365,-84.39426965,1,
09/29/2016,10:50:00,9/29/2016,10:52:00,Non-Crime (not reported to state),,ONCAM,Z1,Centennial Research Building,Tenth Street  NW,33.78115,-84.401488,1,
09/29/2016,13:00:00,9/29/2016,15:40:00,Non-Crime (not reported to state),,PUB,Z4,North Avenue Apartments,North Avenue  NW,33.77895641,-84.40131466,1,
09/30/2016,8:00:00,9/30/2016,12:15:00,Damage to Property - Private,,ONCAM,Z4,Paper Tricentennial Building,Tenth Street NW,33.78097791,-84.40454543,1,
10/05/2016,20:20:00,10/5/2016,20:26:00,Miscellaneous Offenses,,ONCAMRES,Z4,Maulding Residence Hall,Sixth Street  NW,,,1,
10/11/2016,1:29:00,10/11/2016,1:29:00,Larceny - Articles from Vehicle,,ONCAM,Z4,Paper Tricentennial Building,Tenth Street NW,33.78097791,-84.40454543,1,
12/11/2016,16:00:00,12/15/2016,7:30:00,Larceny - From Building,Unfounded,ONCAM,Z4,Campus Recreation Center   160   Z4,Ferst Drive  NW,33.77546401,-84.40349901,1,
12/16/2016,14:30:00,12/16/2016,14:30:00,Non-Crime (not reported to state),,ONCAM,Z2,Library   77   Z2,Cherry Street NW,33.77431732,-84.39572383,1,
12/23/2016,23:53:00,,,,Prosecution Declined,ONCAM,Z2,Alumni-Faculty House,North Avenue  NW,33.7710217,-84.39350159,1,
12/29/2016,19:42:00,12/29/2016,20:43:00,,Cleared by Arrest,PUB,Z1,10th Street  NW @ Fowler Street  NW,,33.78153,-84.393571,1,
12/23/2016,17:00:00,1/3/2017,8:30:00,Damage to Property - Business,,ONCAM,Z4,Printing and Copying Services,Marietta Street NW,,,1,
12/22/2016,22:00:00,1/4/2017,8:00:00,Damage to Property - Private,,ONCAM,Z1,Georgia Tech Police Department,Hemphill Avenue  NW,33.77895641,-84.40131466,1,
12/23/2016,12:00:00,1/7/2017,12:00:00,Fraud - Impersonation,,ONCAM,Z2,Scheller College of Business   172   Z2,West Peachtree Street  NW,33.77628053,-84.38801865,1,
04/16/2016,17:00:00,4/20/2017,21:30:00,Non-Crime (not reported to state),Prosecution Declined,ONCAM,Z2,Technology Square Parking Deck,Spring Street  NW,33.77558662,-84.38947547,1,
10/09/2016,12:00:00,10/12/2016,9:30:00,Fraud - Swindle,,ONCAM,Z2,Success Center   31   Z2,Uncle Heinie Way NW,33.77244111,-84.39395201,1,
10/13/2016,23:00:00,10/13/2016,23:30:00,Obstructing Officer/Criminal Investigation,Cleared by Arrest,ONCAM,Z2,Skiles Walkway,Bobby Dodd Way,33.7736039,-84.39624483,1,
10/15/2016,3:07:00,10/15/2016,3:09:00,False Fire Alarm,,ONCAMRES,Z4,Woodruff Residence Hall   116   Z4,Curran Street NW,33.77910743,-84.40662487,1,
10/19/2016,23:40:00,10/20/2016,0:21:00,Non-Crime (not reported to state),,ONCAM,Z2,Library,Cherry Street  NW,33.77431732,-84.39572383,1,
10/21/2016,17:30:00,10/21/2016,17:45:00,Non-Crime (not reported to state),,ONCAM,Z1,Beringause Building,Hemphill Avenue  NW,,,1,
10/26/2016,17:00:00,10/26/2016,18:00:00,Non-Crime (not reported to state),,ONCAM,Z1,Molecular Science & Engineering Building,Atlantic Drive NW,,,1,
10/27/2016,6:00:00,10/27/2016,6:10:00,Non-Crime (not reported to state),,ONCAM,Z2,Skiles Classroom Building,Cherry Street  NW,,,1,
10/29/2016,0:07:00,10/29/2016,0:52:00,Non-Crime (not reported to state),,ONCAM,,Klaus Advanced Computing Building   153   Z3,Ferst Drive NW,33.77716232,-84.39618136,1,
10/29/2016,12:00:00,10/29/2016,12:30:00,Non-Crime (not reported to state),,ONCAM,Z2,Student Center   104   Z3,Ferst Drive  NW,33.77413608,-84.39881802,1,
11/01/2016,16:24:00,11/1/2016,16:45:00,Non-Crime (not reported to state),,ONCAM,Z2,Scheller College of Business,West Peachtree Street NW,33.77628053,-84.38801865,1,
11/05/2016,23:41:00,11/5/2016,23:41:00,Traffic Offense (describe offense),Cleared by Arrest,PUB,Z4,Northside Drive  NW @ Lambert Street  NW,,,,1,
11/01/2016,12:00:00,11/2/2016,12:00:00,Non-Crime (not reported to state),,ONCAM,Z1,Beringause Building,Hemphill Avenue  NW,33.78005124,-84.40198786,1,
11/10/2016,16:00:00,11/11/2016,8:00:00,Damage to Property - Private,,ONCAM,Z1,O'Keefe Building   33   Z1,Sixth Street  NW,33.7738,-84.3945,1,
11/14/2016,13:50:00,11/14/2016,14:06:00,Non-Crime (not reported to state),,ONCAMRES,Z2,North Avenue Apartments,North Avenue  NW,33.77011984,-84.39135352,1,
11/16/2016,19:24:00,11/16/2016,19:59:00,Criminal Trespass,Cleared by Arrest,ONCAM,Z4,Campus Recreation Center,Ferst Drive  NW,33.77546401,-84.40349901,1,
11/19/2016,13:15:00,11/19/2016,13:45:00,Non-Crime (not reported to state),,ONCAM,Z3,Campanile Area,Ferst Drive  NW,33.775955,-84.393657,1,
11/20/2016,8:53:00,,,Non-Crime (not reported to state),,ONCAMRES,Z4,Eighth Street Apartments   130   Z4,Eighth Street NW,33.78012873,-84.40513865,1,
11/22/2016,21:10:00,11/22/2016,21:40:00,Non-Crime (not reported to state),,ONCAM,Z3,Tech Green,Ferst Drive  NW,33.77716232,-84.39618136,1,
11/29/2016,12:30:00,11/29/2016,12:30:00,Non-Crime (not reported to state),,ONCAM,Z3,College of Computing,Atlantic Drive  NW,33.77895641,-84.40131466,1,
11/30/2016,16:30:00,11/30/2016,16:45:00,Non-Crime (not reported to state),,ONCAM,Z3,Student Center   104   Z3,Ferst Drive NW,33.77413608,-84.39881802,1,
12/02/2016,8:58:00,12/2/2016,9:06:00,Harassing Communication,,ONCAM,Z2,North Avenue  NW @ Techwood Drive  NW,,33.7746818,-84.39637939,1,
12/03/2016,3:47:00,12/3/2016,3:47:00,Non-Crime (not reported to state),,ONCAM,Z3,Beringause Building   46   Z1,Hemphill Avenue NW,33.77895641,-84.40131466,1,
12/01/2016,15:00:00,12/1/2016,16:00:00,,,ONCAMRES,Z2,Hopkins Residence Hall,Bobby Dodd Way  NW,33.77406277,-84.39129634,1,
04/21/2016,15:34:00,,,Non-Crime (not reported to state),,ONCAM,Z2,Beringause Building   46   Z1,Hemphill Avenue NW,33.77895641,-84.40131466,1,
04/27/2016,21:23:00,,,Traffic Offense (describe offense),Cleared by Arrest,PUB,Z4,North Avenue  NW and Northside Drive  NW,,33.77179728,-84.40610263,1,
04/27/2016,8:30:00,4/28/2016,8:30:00,Damage to Property - Public,,ONCAMRES,Z1,Center Street Apartments South,Hemphill Avenue NW,33.78005124,-84.40198786,1,
04/28/2016,11:45:00,4/28/2016,19:25:00,Non-Crime (not reported to state),,ONCAM,Z2,Barnes and Noble Bookstore,Fifth Street  NW,33.77668,-84.38863,1,
04/30/2016,0:49:00,4/30/2016,1:00:00,Non-Crime (not reported to state),,ONCAM,Z4,Beringause Building,Hemphill Avenue NW,,,1,
04/30/2016,23:15:00,,,,,ONCAMRES,Z2,North Avenue Apartments South Parking Lot,North Avenue  NW,33.77011984,-84.39135352,1,
05/03/2016,23:06:00,5/3/2016,23:50:00,Resisting Officer/Arrest,Cleared by Arrest,ONCAM,Z2,Waffle House,Fifth Street NW,33.776725,-84.389468,1,
05/05/2016,9:10:00,5/5/2016,,Non-Crime (not reported to state),,ONCAMRES,Z2,Smith Residence Hall   6   Z2,Williams Street NW,33.77170733,-84.39125155,1,
05/09/2016,21:00:00,5/9/2016,22:00:00,Larceny - From Building,,ONCAM,Z4,Campus Recreation Center   160   Z4,Ferst Drive NW,33.77546401,-84.40349901,1,
05/13/2016,17:00:00,5/16/2016,8:45:00,Damage to Property - Public,,ONCAM,Z4,Paper Tricentennial Building   129   Z4,Tenth Street NW,33.78097791,-84.40454543,1,
05/29/2016,22:09:00,5/29/2016,22:15:00,Non-Crime (not reported to state),,PUB,Z3,Campus Recreation Center,Ferst Drive  NW,33.77546401,-84.40349901,1,
12/08/2016,14:30:00,12/8/2016,14:30:00,Non-Crime (not reported to state),,ONCAM,Z2,Library   77   Z2,Cherry Street NW,33.77431732,-84.39572383,1,
12/13/2016,13:47:00,,,Non-Crime (not reported to state),,PUB,Z2,,Fifth Street  NW @ Williams Street  NW,33.777014,-84.390407,1,
12/16/2016,16:30:00,12/16/2016,17:10:00,Non-Crime (not reported to state),,ONCAM,Z3,Student Center,Ferst Drive NW,33.77413608,-84.39881802,1,
12/17/2016,7:30:00,12/17/2016,11:30:00,Larceny Offense Free Text,,ONCAM,Z1,Zelnak Center,Eighth Street  NW,33.77895641,-84.40131466,1,
12/18/2016,6:20:00,12/18/2016,6:20:00,Larceny - Bicycle,Cleared by Arrest,NONCAM,Z1,Kappa Sigma Fraternity   311   Z1,Sixth Street NW,33.77792039,-84.39320019,1,
12/27/2016,12:00:00,12/27/2016,12:40:00,Traffic Offense (describe offense),Cleared by Arrest,NONCAM,OFFCAM,Progressive Lighting,Northside Drive @ Fourteenth Street,,,1,
12/28/2016,12:00:00,12/28/2016,12:30:00,Non-Crime (not reported to state),,ONCAM,Z1,Beringause Building   46   Z1,Hemphill Avenue NW,33.77895641,-84.40131466,1,
12/31/2016,2:16:00,,,Driving Under the Influence of Alcohol,Cleared by Arrest,NONCAM,OFFCAM,Peachtree Place  NW / West Peachtree Street  NW,,,,1,
